FIPS,MortalityRate,Aged 17 or Younger,Aged 65 or Older,Below Poverty,Crowding,Group Quarters,Limited English Ability,Minority Status,Mobile Homes,Multi-Unit Structures,No High School Diploma,No Vehicle,Single-Parent Household,Unemployment,Year,Anomaly,AnomalyScore,HighMortality
21089,45.05,38.77,68.18,59.83,39.02,19.87,4.04,5.59,63.61,35.23,49.4,28.18,36.52,82.88,2017,0,-0.0626484616968459,True
21095,37.43,53.89,41.41,98.3,58.79,60.7,9.78,12.25,79.27,42.8,97.45,96.5,42.06,89.25,2017,0,-0.10043102713671354,True
21109,43.78,54.22,30.66,97.65,27.79,10.02,0.0,0.16,85.87,28.24,93.95,74.77,48.05,94.47,2017,0,-0.08597292804395545,True
21115,49.11,50.48,40.45,89.81,48.74,57.18,18.51,1.61,89.86,65.35,85.55,94.56,15.6,89.29,2017,0,-0.06942725373003539,True
21117,74.97,74.3,12.85,35.8,36.98,33.41,54.16,38.46,9.47,89.06,36.12,79.19,72.52,41.7,2017,0,-0.04879973042127528,True
21119,30.92,27.6,34.48,97.77,84.54,78.17,9.72,2.12,97.85,22.88,96.99,94.92,41.95,97.55,2017,0,-0.06877214459252884,False
21121,44.83,67.17,42.36,98.34,39.16,55.6,8.87,7.42,94.47,36.02,97.6,92.84,86.42,85.91,2017,0,-0.09659901955909067,True
21127,71.4,65.36,35.55,89.12,60.79,7.48,34.66,2.33,97.13,21.68,91.48,78.78,8.39,82.31,2017,0,-0.05245381379453762,True
21129,40.97,27.74,40.42,98.9,11.21,91.61,3.54,4.85,88.28,28.91,98.38,94.12,47.66,91.92,2017,0,-0.08513487472551257,True
21131,37.43,41.62,37.79,98.3,59.67,61.11,0.0,0.94,98.13,11.72,98.8,95.56,6.71,96.52,2017,0,-0.048360910207473184,True
21133,36.55,39.51,45.84,97.06,73.5,16.55,11.71,1.1,91.11,40.35,94.34,83.17,74.15,96.52,2017,0,-0.11522186673178852,True
21135,59.85,45.41,45.46,95.3,20.36,18.42,0.0,0.89,89.09,22.86,95.35,79.18,34.94,60.94,2017,0,-0.10340002946962812,True
21153,31.39,57.6,27.06,95.56,82.73,17.51,0.0,0.19,99.68,38.17,98.34,90.91,40.73,95.82,2017,0,-0.06518850534473919,False
21159,62.39,25.78,18.46,95.64,68.86,95.06,20.57,26.59,98.6,29.71,96.82,88.5,11.12,98.63,2017,0,-0.04320591054366607,True
21161,64.05,56.6,42.05,73.88,42.54,40.71,50.91,37.46,48.74,79.87,66.62,89.65,53.36,47.46,2017,0,-0.08308307333489268,True
21173,53.71,73.8,25.11,85.8,69.75,30.74,37.82,24.48,78.05,51.86,71.17,59.23,92.2,71.29,2017,0,-0.0789823139222745,True
21175,45.62,12.1,23.97,90.62,43.85,95.64,9.84,24.05,96.39,43.51,96.26,62.89,74.23,64.16,2017,0,-0.06972636111575986,True
21189,36.8,29.59,45.1,98.86,54.87,43.79,0.0,11.22,89.22,13.73,98.23,97.31,90.53,82.91,2017,0,-0.0741105399832202,True
21191,68.62,55.83,24.13,56.49,33.03,41.2,11.37,4.09,82.97,34.69,68.51,13.74,41.68,28.16,2017,0,-0.036764023205579366,True
21193,35.58,45.77,26.52,94.43,76.17,57.64,3.74,9.83,94.51,55.38,93.47,96.52,78.3,98.02,2017,0,-0.0752134775594645,False
21197,45.87,72.39,21.52,88.35,78.02,52.47,10.1,5.84,87.54,19.67,86.31,80.62,59.95,65.8,2017,0,-0.08458008003388912,True
22063,41.96,89.38,8.05,36.37,74.2,7.96,37.45,39.8,88.65,50.54,64.11,30.34,83.32,38.64,2017,0,-0.0016646507089578266,True
22087,38.96,91.72,2.79,76.68,60.91,8.76,73.5,76.76,27.09,21.58,75.36,64.25,97.1,92.47,2017,1,0.04016328929214419,True
22117,66.48,74.09,39.4,93.52,83.02,75.53,72.52,74.06,86.95,37.76,91.5,87.33,87.22,95.78,2017,0,-0.002305746111346596,True
24015,71.05,61.59,18.99,16.54,48.41,33.22,48.67,46.3,27.09,75.55,43.17,39.7,49.88,48.94,2017,0,-0.05361826662213509,True
24510,90.08,31.18,10.79,85.28,54.98,75.3,73.62,97.27,0.27,96.06,66.92,99.4,93.34,90.81,2017,0,-0.0009252160270477594,True
29099,39.77,69.07,15.43,20.3,37.41,14.98,27.28,15.93,49.03,54.77,45.75,21.02,73.09,55.78,2017,0,-0.059837262657634505,True
29221,31.11,59.02,28.22,76.75,64.24,78.54,11.34,17.43,95.97,7.2,91.39,60.73,37.12,89.69,2017,0,-0.06529393453028992,False
29510,69.02,20.7,7.72,91.82,45.93,70.69,74.02,91.59,1.42,96.98,59.28,99.22,87.74,86.7,2017,1,0.005311880335703734,True
34007,55.8,60.13,21.04,34.9,52.45,30.63,90.72,82.65,2.65,94.36,44.43,94.21,87.2,74.67,2017,1,0.0021021752938618077,True
35028,39.94,58.28,44.86,1.09,9.44,5.89,60.57,66.38,11.18,87.01,0.26,18.07,9.03,11.89,2017,1,0.09553150540083655,True
35039,76.61,70.67,44.82,87.27,68.82,41.87,79.89,99.25,98.43,6.68,64.08,41.41,81.56,81.23,2017,1,0.01556139755393271,True
39001,57.71,78.54,39.27,87.87,35.74,29.75,3.54,4.68,88.76,25.61,86.8,88.63,82.94,79.43,2017,0,-0.09579606032445115,True
39015,68.85,60.56,43.98,57.01,40.56,28.94,12.22,4.44,71.81,35.9,56.26,51.63,68.61,58.86,2017,0,-0.08791420099456704,True
39017,70.15,71.14,14.92,37.18,34.21,68.19,64.17,53.7,10.76,86.67,32.27,43.96,67.42,41.34,2017,0,-0.024139530829591416,True
39025,47.01,70.55,21.18,16.46,20.79,12.78,23.16,20.41,28.04,89.42,33.0,34.27,36.04,26.23,2017,0,-0.015682837582067233,True
39053,63.39,61.02,49.01,83.52,53.98,63.82,7.85,21.95,86.67,25.61,78.35,75.39,38.62,50.21,2017,0,-0.09649104415598125,True
39079,57.95,73.69,33.22,81.55,50.52,18.51,27.84,6.98,68.61,50.46,66.18,77.6,86.09,92.86,2017,0,-0.07079649490501716,True
39087,53.11,49.67,51.16,70.13,24.52,19.2,18.52,14.55,70.36,36.09,57.85,69.08,54.3,61.42,2017,0,-0.10074997390449547,True
39101,49.26,31.26,38.37,59.64,27.63,91.93,30.46,38.98,19.14,71.21,52.61,82.6,58.21,67.84,2017,0,-0.10062318703582307,True
39113,98.77,48.93,42.32,67.5,26.31,69.3,60.3,68.37,4.73,86.14,33.38,89.88,87.73,74.76,2017,0,-0.030685129457192706,True
39131,67.21,69.56,41.07,77.2,53.06,40.88,16.37,11.19,87.79,37.65,83.98,85.63,72.25,88.35,2017,0,-0.11039060730759859,True
39141,36.22,38.76,27.49,69.7,44.62,89.51,19.62,36.07,58.66,63.52,57.3,64.07,78.29,81.88,2017,0,-0.06775647345868546,True
39145,69.8,42.86,42.32,88.31,40.84,79.73,16.81,22.36,62.06,69.0,65.7,87.89,72.02,79.51,2017,0,-0.10235548273745793,True
39155,67.87,29.86,70.87,64.92,22.3,48.88,28.95,42.17,19.97,72.94,39.95,71.47,70.44,48.03,2017,0,-0.09068528101709966,True
39163,47.9,53.53,31.66,81.02,65.82,9.2,8.92,3.71,94.14,20.09,81.47,82.79,80.45,90.81,2017,0,-0.10679442130358519,True
42021,63.13,15.58,78.4,51.74,14.92,83.19,17.54,25.07,17.79,69.45,25.26,91.18,45.81,68.84,2017,0,-0.0628143401596819,True
42051,65.4,16.22,69.8,68.65,52.9,72.83,22.49,28.34,47.61,54.45,46.81,82.38,51.02,70.44,2017,0,-0.09630761022835954,True
42073,65.47,22.53,75.97,43.04,13.82,61.25,35.33,28.0,33.57,66.86,33.52,85.87,57.87,53.55,2017,0,-0.09730851806530127,True
42101,66.23,44.66,11.16,91.67,68.56,68.97,93.31,95.16,0.88,94.38,71.23,99.5,93.11,94.35,2017,1,0.014094518699141467,True
47001,61.63,31.99,65.05,59.69,40.48,37.44,54.76,36.55,51.72,78.86,57.52,54.87,63.45,58.34,2017,0,-0.08785022367643053,True
47021,61.99,59.21,16.02,30.23,47.59,10.92,23.6,22.93,52.91,60.53,62.18,8.29,54.85,39.58,2017,0,-0.05556308370957269,True
47025,37.76,13.41,60.73,86.23,27.89,75.35,25.91,10.75,84.15,25.45,86.5,63.61,38.33,78.55,2017,0,-0.10069655417748857,True
47129,42.27,16.25,32.97,86.07,74.25,96.03,20.66,23.02,94.57,6.98,80.66,47.67,56.61,76.71,2017,0,-0.030358359427905435,True
47145,41.48,14.77,82.41,52.15,37.65,29.2,30.82,24.25,72.86,50.59,52.45,45.84,6.77,78.29,2017,0,-0.045921341645367875,True
47173,47.26,46.05,42.56,85.45,82.46,12.67,24.1,4.75,89.3,52.5,91.75,34.35,45.02,82.41,2017,0,-0.061059862091350225,True
51021,38.62,3.08,77.35,11.62,37.96,95.51,9.17,11.42,88.7,34.47,29.53,27.22,12.93,59.91,2017,1,0.031717704884960396,True
51027,41.91,7.85,71.09,91.47,6.29,77.46,15.55,12.06,96.77,30.07,98.0,74.06,24.18,83.39,2017,0,-0.0649307147580408,True
51051,37.44,22.0,69.44,85.78,17.6,65.89,5.04,0.97,96.11,49.01,94.97,93.64,36.38,53.62,2017,0,-0.09026451337366098,True
51105,39.06,12.5,64.55,91.0,30.03,85.33,26.0,24.91,81.98,25.95,93.68,87.61,26.51,94.3,2017,0,-0.09783580077733312,True
51167,35.64,16.61,65.47,67.7,5.83,43.95,10.45,3.59,89.42,15.35,86.66,62.8,10.15,58.54,2017,0,-0.03993428756673201,False
51185,26.77,15.12,70.98,61.26,13.91,72.55,20.39,19.95,86.23,37.34,82.52,78.29,9.0,74.54,2017,0,-0.0736146747682172,False
51195,51.83,21.3,36.13,82.47,17.79,89.11,23.46,29.48,91.86,40.24,94.43,91.74,64.92,88.76,2017,0,-0.09289066620346498,True
54003,79.19,71.5,15.1,34.98,68.1,5.42,45.05,48.87,58.2,58.71,46.66,35.07,81.95,74.51,2017,0,-0.05108952222429547,True
54005,58.17,44.55,48.95,91.23,39.14,5.3,9.22,1.05,97.27,34.0,84.48,95.48,44.47,86.74,2017,0,-0.11276300453357319,True
54009,48.33,8.36,83.58,36.18,45.03,77.7,6.58,8.63,25.53,57.37,27.11,85.59,43.56,14.71,2017,0,-0.008258926405437128,True
54011,152.7,19.67,46.99,84.2,13.58,76.62,31.04,35.15,38.45,89.06,50.27,96.37,55.01,47.46,2017,0,-0.06550998558113663,True
54015,0.0,53.27,64.12,90.45,27.62,9.41,10.78,0.6,94.7,32.2,95.56,83.12,9.62,87.04,2017,0,-0.07353657623683024,False
54019,71.23,28.16,65.42,74.91,39.72,75.04,19.98,26.66,58.55,50.57,75.76,81.36,51.77,74.77,2017,0,-0.10382401777702582,True
54025,44.07,18.75,83.36,68.51,29.73,46.51,22.11,24.98,67.02,33.7,66.05,74.89,28.76,67.17,2017,0,-0.09354898093373143,True
54029,54.33,17.25,78.66,40.25,18.64,11.04,31.01,19.49,38.62,64.82,44.68,81.82,41.99,60.48,2017,0,-0.0582095343967321,True
54035,47.13,39.7,65.91,50.23,40.53,5.84,6.78,2.29,76.79,13.87,53.39,80.58,11.4,29.71,2017,0,-0.01719780915982938,True
54039,69.29,23.64,61.34,58.86,19.04,44.73,21.32,41.12,49.52,77.36,46.59,90.23,66.31,52.88,2017,0,-0.09895229600587657,True
54043,81.63,50.67,48.38,91.29,33.68,2.55,12.32,0.73,93.09,17.38,82.63,92.62,11.65,61.74,2017,0,-0.06793973216230342,True
54045,103.26,27.56,51.12,82.09,23.73,41.74,7.99,7.8,83.0,37.85,86.01,93.95,42.02,95.96,2017,0,-0.11739256701444534,True
54047,54.18,19.13,64.19,98.67,52.73,89.43,36.07,39.03,90.58,21.97,99.33,97.61,37.58,93.16,2017,0,-0.07305015349024518,True
54053,63.43,29.72,66.89,69.03,37.71,60.7,10.74,3.45,86.34,11.7,62.63,87.23,29.29,72.3,2017,0,-0.08233350687089819,True
54055,56.9,26.73,72.83,78.92,9.76,47.36,46.05,34.3,78.75,62.51,69.14,88.52,76.46,49.74,2017,0,-0.07454955467408148,True
54059,66.32,47.84,38.92,94.02,23.13,3.35,7.67,7.92,96.15,55.82,94.92,95.78,37.52,98.78,2017,0,-0.07973627352564044,True
54067,46.84,22.14,73.83,67.03,49.05,5.65,3.45,2.27,90.42,42.28,61.7,84.47,23.08,66.48,2017,0,-0.09600544626442176,True
54069,45.2,13.79,71.95,47.09,19.92,83.78,14.13,27.38,22.53,86.24,14.11,95.88,48.36,37.3,2017,0,-0.023518943641938406,True
54081,75.98,30.72,61.69,65.76,25.75,76.79,50.22,42.9,66.11,48.38,61.97,84.05,63.61,71.78,2017,0,-0.08382987935337227,True
54089,68.04,5.52,84.81,77.17,47.02,89.42,17.48,29.73,71.84,31.5,66.62,80.12,52.45,91.0,2017,0,-0.0621090915679498,True
54099,127.01,35.7,63.64,82.49,12.6,3.63,12.48,1.52,84.0,47.3,83.98,92.78,38.89,81.3,2017,0,-0.09354311143177724,True
54109,61.29,32.41,60.08,79.92,52.74,3.29,2.94,1.72,90.91,12.38,86.76,91.67,44.57,95.73,2017,0,-0.0752513603996679,True
06033,68.34,28.46,80.55,82.17,79.53,37.92,86.85,68.29,84.43,48.01,64.72,67.02,68.32,93.09,2018,1,6.9017507149382595e-06,True
17201,52.45,67.11,34.51,55.38,54.98,34.57,78.48,69.79,6.08,82.3,51.13,82.84,90.19,90.1,2018,0,-0.0213644209897198,True
18041,65.08,47.56,61.13,72.71,58.01,44.48,22.7,8.09,22.48,69.37,75.52,72.24,73.16,41.66,2018,0,-0.06294615766737816,True
18161,52.12,41.8,50.21,12.1,29.64,11.65,35.82,8.56,58.07,50.81,44.73,30.12,27.92,9.49,2018,1,0.0041140522972470395,True
18177,63.7,46.42,55.21,60.32,26.04,76.35,51.13,38.87,19.17,77.24,56.1,86.85,88.09,54.81,2018,0,-0.08615155051598505,True
21013,37.64,37.47,50.21,99.2,37.03,71.03,14.77,16.78,85.13,43.17,98.41,97.93,63.99,89.49,2018,0,-0.10603461405489567,True
21019,63.51,35.05,54.41,74.94,9.81,76.35,7.07,22.64,51.45,78.22,45.62,84.53,74.69,89.49,2018,0,-0.060326500317690324,True
21025,39.81,27.48,26.65,98.92,74.34,62.5,0.0,3.22,98.66,8.44,96.24,98.38,50.53,96.5,2018,0,-0.07658493258575444,True
21037,57.97,35.05,20.5,42.8,29.64,74.31,22.7,26.33,7.9,92.93,28.53,77.94,47.12,32.99,2018,0,-0.020848483954683528,True
21043,40.73,51.51,47.15,93.15,58.01,60.59,14.77,3.22,94.97,41.71,90.13,52.94,68.32,81.5,2018,0,-0.09980875665822803,True
21049,55.17,51.51,40.91,55.38,58.01,21.84,57.91,33.91,42.5,66.54,63.83,59.06,80.77,58.54,2018,0,-0.08624538836260426,True
21051,31.7,35.05,16.87,99.33,85.51,88.22,14.77,25.18,94.78,15.12,99.55,97.01,55.97,94.87,2018,0,-0.06831586981716326,False
21065,53.03,35.05,51.13,98.12,70.65,11.65,0.0,1.5,84.59,33.91,95.45,70.01,75.84,96.94,2018,0,-0.08827737499755783,True
21071,36.27,37.47,39.89,97.93,60.49,56.19,7.07,2.2,93.7,35.82,96.28,88.41,55.97,96.62,2018,0,-0.11784508537820237,True
21077,39.76,80.17,12.38,52.29,54.98,21.84,46.42,30.95,94.59,59.31,80.64,52.94,55.97,56.69,2018,0,-0.06407717452242823,True
21081,43.79,93.38,11.91,71.31,85.51,41.26,7.07,20.15,89.21,24.16,57.72,30.12,87.52,19.46,2018,1,0.05126276429345811,True
21089,48.2,37.47,69.5,57.39,22.03,18.5,0.0,4.97,64.79,37.25,46.29,26.97,39.61,84.68,2018,0,-0.049865216919499133,True
21095,33.84,55.78,41.9,99.08,51.8,60.59,14.77,11.62,76.95,43.17,97.61,96.91,49.0,92.17,2018,0,-0.09582045972002623,False
21109,37.91,55.78,30.98,97.36,15.5,9.36,0.0,0.19,86.06,25.79,95.8,81.47,50.53,93.69,2018,0,-0.07152515869955584,True
21115,44.7,49.06,40.91,87.29,33.59,59.44,29.7,1.75,89.68,71.95,83.13,95.99,11.02,92.52,2018,0,-0.05240303063979507,True
21117,57.81,74.05,13.34,34.97,29.64,34.57,54.92,38.11,9.26,88.12,37.09,78.67,67.02,38.38,2018,0,-0.049628282786423505,True
21119,31.24,26.42,37.63,98.25,91.56,78.41,7.07,2.2,97.77,15.12,96.88,96.43,26.65,97.42,2018,0,-0.05455560059804898,False
21121,30.36,69.5,38.97,98.31,33.59,56.19,7.07,7.07,94.59,33.91,97.33,94.05,84.62,75.83,2018,0,-0.09012237368821774,False
21127,53.14,68.26,37.63,94.3,68.64,7.29,41.87,2.74,97.93,13.69,95.0,76.85,7.77,90.1,2018,0,-0.02780042344088951,True
21129,46.79,29.67,41.9,98.47,4.3,89.62,7.07,4.58,88.57,29.8,98.09,95.99,62.34,87.29,2018,0,-0.08854285713968985,True
21131,35.74,41.8,36.64,98.98,63.13,64.28,0.0,1.24,96.91,10.35,98.19,95.57,1.46,94.36,2018,0,-0.04302342338386056,True
21133,30.06,39.99,48.17,98.03,81.98,15.25,14.77,1.37,90.7,43.17,94.91,80.26,83.83,97.58,2018,0,-0.08417278212495877,False
21135,48.38,46.42,46.16,95.67,7.8,18.5,0.0,1.02,90.45,27.98,96.4,87.87,43.3,72.32,2018,0,-0.0977930204399185,True
21153,37.41,54.5,28.91,95.25,87.11,15.25,0.0,0.1,99.68,39.0,98.63,88.41,26.65,96.72,2018,0,-0.05236322514877051,True
21159,47.81,23.53,20.5,93.76,63.13,94.81,14.77,25.66,98.82,25.79,97.17,90.23,17.06,97.99,2018,0,-0.05249093811385552,True
21161,36.92,54.5,43.2,70.83,33.59,41.26,54.92,37.03,47.02,80.74,62.4,89.84,45.18,48.76,2018,0,-0.0780609793968507,True
21173,46.09,75.29,25.02,81.24,76.22,30.18,29.7,23.72,83.41,48.01,67.53,51.42,92.68,66.97,2018,0,-0.0697775860517244,True
21175,44.39,11.88,22.73,91.4,70.65,95.54,0.0,23.37,95.26,48.01,96.69,64.25,71.12,56.69,2018,0,-0.05513335934170799,True
21189,38.8,24.71,50.21,98.73,48.17,44.48,0.0,1.02,88.41,17.54,98.63,95.73,94.33,95.45,2018,0,-0.07103912943136764,True
21191,49.14,60.49,23.59,68.6,40.56,41.26,14.77,4.97,84.34,33.91,74.91,15.73,60.65,23.34,2018,0,-0.04021845010410141,True
21193,34.46,50.4,26.65,94.81,70.65,56.19,0.0,9.14,93.73,57.88,92.8,96.5,79.05,98.12,2018,0,-0.0676375496583585,True
21197,51.43,69.5,22.09,84.84,81.98,54.09,7.07,6.11,88.16,8.44,83.13,74.47,63.99,73.47,2018,0,-0.06623565653923152,True
22063,30.09,89.11,8.31,30.61,70.65,7.29,46.42,39.83,87.58,54.5,62.4,35.72,81.85,36.34,2018,0,-0.01576742914693985,False
22087,66.35,92.3,2.93,77.77,63.13,7.29,73.26,77.27,28.46,17.54,76.22,64.25,96.94,94.36,2018,1,0.04429933655476892,True
22117,75.14,74.05,40.91,94.43,80.9,75.61,77.4,73.73,87.81,29.8,91.82,87.46,94.05,95.76,2018,1,0.004370113303773904,True
24015,60.3,59.15,20.5,14.97,58.01,30.18,51.13,46.26,28.46,75.42,42.31,50.02,50.53,51.72,2018,0,-0.046016159467919815,True
24510,110.37,30.91,11.21,84.46,54.98,75.07,73.26,97.17,0.22,96.05,66.16,99.4,92.77,90.1,2018,0,-0.0005251235111116692,True
29099,52.15,67.11,15.41,20.57,37.03,15.25,29.7,15.44,48.3,53.33,43.3,15.73,73.16,53.44,2018,0,-0.05945978922922929,True
29221,41.71,59.15,28.11,79.2,66.22,78.41,7.07,16.78,95.54,6.91,92.9,54.41,47.12,89.49,2018,0,-0.06246536991492674,True
29510,73.64,19.36,8.69,90.48,40.56,70.14,74.91,91.24,1.37,96.98,55.52,99.14,88.09,85.41,2018,1,0.0012953994338100738,True
34007,58.37,59.15,21.14,34.97,51.8,30.18,90.64,82.68,2.71,94.68,46.29,94.43,86.28,74.81,2018,1,0.006574748533765606,True
35028,42.95,54.5,41.9,1.46,5.67,5.41,46.42,66.86,13.91,87.01,0.22,18.59,6.65,18.22,2018,1,0.09393932877096423,True
35039,79.47,68.31,47.91,87.85,64.73,40.83,77.52,99.22,98.23,7.34,63.84,42.95,86.06,81.38,2018,1,0.018443274380193442,True
39001,39.68,79.27,37.63,86.75,37.03,30.18,7.07,4.58,87.01,22.16,87.14,91.72,86.82,74.81,2018,0,-0.08732243497969011,True
39015,59.63,60.49,43.2,57.39,40.56,30.18,14.77,4.14,68.58,33.91,52.69,52.94,67.02,51.72,2018,0,-0.07298301309922073,True
39017,47.34,69.5,15.03,37.71,33.59,68.19,63.1,54.22,10.22,86.53,32.09,44.35,67.02,43.03,2018,0,-0.028454167505858163,True
39025,36.99,67.11,22.73,15.51,22.03,11.65,22.7,20.15,28.46,89.88,33.08,33.81,34.35,27.45,2018,0,-0.016911988484126117,True
39053,56.71,57.15,48.93,86.43,48.17,64.28,7.07,21.71,85.96,32.0,78.29,73.38,26.65,44.9,2018,0,-0.09487193901334162,True
39079,40.14,75.29,32.98,77.23,63.13,18.5,22.7,6.56,71.22,49.47,68.04,76.85,89.18,94.87,2018,0,-0.06628395394267761,True
39087,53.45,47.56,51.13,73.22,22.03,18.5,22.7,13.66,70.46,39.0,57.72,71.12,68.32,62.07,2018,0,-0.10162257031971744,True
39101,45.97,32.16,39.89,58.31,29.64,91.18,29.7,38.71,17.51,71.38,51.83,86.85,54.12,69.68,2018,0,-0.09392678114017233,True
39113,53.91,49.06,41.9,67.45,26.04,70.14,60.87,68.29,4.84,85.48,33.84,89.84,88.09,75.83,2018,0,-0.03292418845052747,True
39131,57.01,65.81,43.2,76.24,48.17,37.92,14.77,10.47,88.0,44.48,81.12,85.71,63.99,86.11,2018,0,-0.12132783681065362,True
39141,50.69,38.62,26.65,69.97,40.56,89.37,14.77,35.53,59.57,61.45,56.61,68.29,76.79,79.71,2018,0,-0.07112603335822049,True
39145,64.9,43.23,41.9,88.82,48.17,79.72,14.77,21.71,61.03,70.65,66.6,90.23,75.84,82.32,2018,0,-0.09095483744906468,True
39155,42.79,29.67,71.63,68.15,18.88,47.28,29.7,41.74,19.77,73.07,41.64,71.12,69.72,44.9,2018,0,-0.08533928290258119,True
39163,50.95,50.4,32.98,81.78,54.98,9.36,7.07,3.69,94.75,19.58,85.42,82.84,77.71,93.09,2018,0,-0.10345097012258941,True
42021,45.55,16.91,78.89,54.01,18.88,82.27,14.77,24.26,18.08,69.91,24.13,91.72,47.12,68.31,2018,0,-0.06640215877944117,True
42051,39.86,15.98,69.5,69.14,44.57,73.35,22.7,28.02,47.02,53.33,44.73,78.67,57.75,77.26,2018,0,-0.09372512584856596,True
42073,44.09,21.62,76.66,45.13,12.23,60.59,35.82,27.16,33.11,65.71,33.08,84.53,60.65,62.07,2018,0,-0.09042820034093596,True
42101,59.97,45.02,11.21,91.69,68.64,68.19,93.47,95.03,0.67,94.49,70.71,99.49,93.57,94.11,2018,1,0.01683449597489206,True
47001,37.92,33.27,63.23,59.62,48.17,37.92,54.92,36.36,52.28,78.51,56.1,46.77,65.3,58.54,2018,0,-0.075762288793149,True
47021,56.88,54.5,16.14,28.03,51.8,11.65,29.7,23.02,54.66,61.45,65.74,11.08,60.65,32.99,2018,0,-0.04178762293050142,True
47025,40.94,12.89,59.95,88.82,33.59,75.07,35.82,9.84,84.34,19.58,83.51,57.88,39.61,86.75,2018,0,-0.0776238068471286,True
47129,36.42,14.39,33.68,85.03,66.22,96.02,22.7,22.64,94.78,5.51,80.01,38.9,62.34,80.51,2018,0,-0.031726113812009515,True
47145,54.57,13.44,81.98,51.27,37.03,30.18,22.7,23.72,73.26,50.81,47.56,44.35,5.44,77.26,2018,0,-0.044896219342392796,True
47173,40.35,43.23,44.22,83.95,81.98,11.65,14.77,4.58,91.69,50.81,93.31,35.72,36.13,87.29,2018,0,-0.06655383772644036,True
51021,0.0,3.28,80.93,9.97,44.57,94.81,7.07,4.97,90.7,48.01,23.05,19.71,17.06,74.81,2018,1,0.033954517700148235,False
51027,47.12,8.47,73.1,95.29,7.8,76.89,14.77,11.62,96.98,27.98,98.12,72.24,29.61,84.2,2018,0,-0.07336830385359316,True
51051,34.49,19.96,73.8,90.61,5.67,66.86,0.0,1.24,95.13,50.81,94.43,93.51,31.23,51.72,2018,0,-0.06192410852446284,True
51105,34.94,13.44,65.78,89.84,12.23,85.55,22.7,23.72,82.59,29.8,94.17,93.28,27.92,94.36,2018,0,-0.08516952761406077,True
51167,31.85,15.06,68.51,76.85,3.22,44.48,0.0,2.96,90.13,8.44,86.85,56.26,12.51,70.92,2018,0,-0.04264273306006827,False
51185,24.48,15.06,73.8,58.89,12.23,72.62,14.77,19.04,85.35,37.25,80.39,76.85,12.51,79.71,2018,0,-0.07587407272520869,False
51195,28.94,20.89,37.63,85.03,22.03,89.62,14.77,29.19,91.24,52.02,95.32,90.96,71.12,90.54,2018,0,-0.09901388530824923,False
54003,56.35,69.5,15.41,35.73,63.13,4.36,46.42,49.19,58.07,55.71,43.3,37.15,81.85,72.32,2018,0,-0.05081466992163647,True
54005,109.33,43.23,52.15,90.61,33.59,5.41,7.07,1.24,97.17,32.0,85.77,94.75,41.26,91.75,2018,0,-0.11117257496484528,True
54009,41.93,8.95,83.32,41.69,58.01,78.41,7.07,8.09,24.55,52.02,24.99,79.56,54.12,13.69,2018,0,-0.006401407759167199,True
54011,123.36,19.96,47.15,86.43,9.81,76.89,22.7,34.86,38.65,88.92,49.25,95.73,55.97,48.76,2018,0,-0.06549603666852633,True
54015,59.33,53.04,64.92,94.81,37.03,9.36,7.07,0.32,94.78,22.16,94.17,82.01,9.39,84.2,2018,0,-0.07071885938927219,True
54019,53.47,28.46,65.78,78.89,37.03,74.31,14.77,25.66,56.1,49.47,76.7,82.01,47.12,77.9,2018,0,-0.1046478242049923,True
54025,34.5,19.96,82.9,69.97,18.88,44.48,14.77,26.04,65.58,39.0,65.74,83.92,23.85,69.68,2018,0,-0.08992625640464036,True
54029,37.81,15.98,81.38,38.38,26.04,11.65,22.7,19.04,42.06,63.99,39.35,85.29,50.53,74.81,2018,0,-0.05607532841702623,True
54035,51.48,39.99,64.28,55.38,29.64,5.41,7.07,2.45,80.23,13.69,53.39,77.94,11.02,29.24,2018,0,-0.01767169358176357,True
54039,67.05,23.53,63.23,65.83,18.88,44.48,22.7,40.62,48.58,76.73,48.52,91.98,69.72,62.07,2018,0,-0.09865894294833688,True
54043,53.4,51.51,48.93,92.1,40.56,2.55,14.77,0.86,93.44,17.54,81.66,94.59,5.44,70.92,2018,0,-0.07387351191624808,True
54045,58.27,28.46,54.41,88.18,29.64,41.26,0.0,7.07,81.66,45.75,84.05,93.79,50.53,97.68,2018,0,-0.10624754403930009,True
54047,76.83,26.42,67.88,98.31,44.57,90.23,29.7,38.11,90.29,19.58,99.4,97.8,20.69,91.21,2018,0,-0.05450776657666534,True
54053,48.66,29.67,67.88,68.15,40.56,62.5,7.07,2.96,86.5,15.12,63.16,86.31,20.69,58.54,2018,0,-0.07037527780761987,True
54055,57.5,27.48,74.56,78.15,12.23,47.28,41.87,33.62,78.86,60.17,68.04,90.96,77.71,58.54,2018,0,-0.07580139685606951,True
54059,57.74,49.06,43.2,96.18,22.03,3.41,7.07,7.45,96.31,57.88,94.43,97.45,41.26,99.3,2018,0,-0.0718700710434369,True
54067,51.67,23.53,77.55,71.78,44.57,5.41,0.0,2.45,88.95,40.37,56.61,85.71,36.13,70.92,2018,0,-0.09083814703330423,True
54069,50.29,14.39,73.8,41.15,12.23,84.08,14.77,26.68,20.5,84.94,12.23,95.22,37.92,43.03,2018,0,-0.021224015278378583,True
